first_name,last_name,email,rental_count,total_amount_spent
JONATHAN,SCARBOROUGH,JONATHAN.SCARBOROUGH@sakilacustomer.org,18,72.82
JUSTIN,NGO,JUSTIN.NGO@sakilacustomer.org,36,129.64
TERRY,GRISSOM,TERRY.GRISSOM@sakilacustomer.org,20,72.80
GERALD,FULTZ,GERALD.FULTZ@sakilacustomer.org,30,121.70
KEITH,RICO,KEITH.RICO@sakilacustomer.org,26,89.74
SAMUEL,MARLOW,SAMUEL.MARLOW@sakilacustomer.org,21,80.79
WILLIE,MARKHAM,WILLIE.MARKHAM@sakilacustomer.org,25,101.75
RALPH,MADRIGAL,RALPH.MADRIGAL@sakilacustomer.org,34,150.66
LAWRENCE,LAWTON,LAWRENCE.LAWTON@sakilacustomer.org,31,100.69
NICHOLAS,BARFIELD,NICHOLAS.BARFIELD@sakilacustomer.org,32,145.68
ROY,WHITING,ROY.WHITING@sakilacustomer.org,29,143.71
BENJAMIN,VARNEY,BENJAMIN.VARNEY@sakilacustomer.org,23,95.77
BRUCE,SCHWARZ,BRUCE.SCHWARZ@sakilacustomer.org,23,103.77
BRANDON,HUEY,BRANDON.HUEY@sakilacustomer.org,37,152.63
ADAM,GOOCH,ADAM.GOOCH@sakilacustomer.org,22,101.78
HARRY,ARCE,HARRY.ARCE@sakilacustomer.org,35,157.65
FRED,WHEAT,FRED.WHEAT@sakilacustomer.org,25,88.75
WAYNE,TRUONG,WAYNE.TRUONG@sakilacustomer.org,19,70.81
BILLY,POULIN,BILLY.POULIN@sakilacustomer.org,35,149.65
STEVE,MACKENZIE,STEVE.MACKENZIE@sakilacustomer.org,34,158.66
LOUIS,LEONE,LOUIS.LEONE@sakilacustomer.org,35,161.65
JEREMY,HURTADO,JEREMY.HURTADO@sakilacustomer.org,28,103.72
AARON,SELBY,AARON.SELBY@sakilacustomer.org,24,110.76
RANDY,GAITHER,RANDY.GAITHER@sakilacustomer.org,28,110.72
HOWARD,FORTNER,HOWARD.FORTNER@sakilacustomer.org,26,93.74
EUGENE,CULPEPPER,EUGENE.CULPEPPER@sakilacustomer.org,19,71.81
CARLOS,COUGHLIN,CARLOS.COUGHLIN@sakilacustomer.org,23,106.77
RUSSELL,BRINSON,RUSSELL.BRINSON@sakilacustomer.org,36,136.64
BOBBY,BOUDREAU,BOBBY.BOUDREAU@sakilacustomer.org,35,106.65
VICTOR,BARKLEY,VICTOR.BARKLEY@sakilacustomer.org,24,91.76
MARTIN,BALES,MARTIN.BALES@sakilacustomer.org,27,103.73
ERNEST,STEPP,ERNEST.STEPP@sakilacustomer.org,25,89.75
PHILLIP,HOLM,PHILLIP.HOLM@sakilacustomer.org,26,101.74
TODD,TAN,TODD.TAN@sakilacustomer.org,29,117.71
JESSE,SCHILLING,JESSE.SCHILLING@sakilacustomer.org,26,101.74
CRAIG,MORRELL,CRAIG.MORRELL@sakilacustomer.org,30,124.70
ALAN,KAHN,ALAN.KAHN@sakilacustomer.org,26,124.74
SHAWN,HEATON,SHAWN.HEATON@sakilacustomer.org,33,152.67
CLARENCE,GAMEZ,CLARENCE.GAMEZ@sakilacustomer.org,30,104.70
SEAN,DOUGLASS,SEAN.DOUGLASS@sakilacustomer.org,23,91.77
PHILIP,CAUSEY,PHILIP.CAUSEY@sakilacustomer.org,31,121.69
CHRIS,BROTHERS,CHRIS.BROTHERS@sakilacustomer.org,22,84.78
JOHNNY,TURPIN,JOHNNY.TURPIN@sakilacustomer.org,19,57.81
EARL,SHANKS,EARL.SHANKS@sakilacustomer.org,27,111.73
JIMMY,SCHRADER,JIMMY.SCHRADER@sakilacustomer.org,29,105.71
ANTONIO,MEEK,ANTONIO.MEEK@sakilacustomer.org,16,78.84
DANNY,ISOM,DANNY.ISOM@sakilacustomer.org,21,91.79
BRYAN,HARDISON,BRYAN.HARDISON@sakilacustomer.org,28,124.72
TONY,CARRANZA,TONY.CARRANZA@sakilacustomer.org,21,73.79
LUIS,YANEZ,LUIS.YANEZ@sakilacustomer.org,20,79.80
MIKE,WAY,MIKE.WAY@sakilacustomer.org,35,166.65
STANLEY,SCROGGINS,STANLEY.SCROGGINS@sakilacustomer.org,30,139.70
LEONARD,SCHOFIELD,LEONARD.SCHOFIELD@sakilacustomer.org,32,109.68
NATHAN,RUNYON,NATHAN.RUNYON@sakilacustomer.org,32,122.68
DALE,RATCLIFF,DALE.RATCLIFF@sakilacustomer.org,27,112.73
MANUEL,MURRELL,MANUEL.MURRELL@sakilacustomer.org,30,116.70
RODNEY,MOELLER,RODNEY.MOELLER@sakilacustomer.org,23,104.77
CURTIS,IRBY,CURTIS.IRBY@sakilacustomer.org,38,167.62
NORMAN,CURRIER,NORMAN.CURRIER@sakilacustomer.org,26,80.74
ALLEN,BUTTERFIELD,ALLEN.BUTTERFIELD@sakilacustomer.org,21,85.79
MARVIN,YEE,MARVIN.YEE@sakilacustomer.org,21,75.79
VINCENT,RALSTON,VINCENT.RALSTON@sakilacustomer.org,25,105.75
GLENN,PULLEN,GLENN.PULLEN@sakilacustomer.org,23,93.77
JEFFERY,PINSON,JEFFERY.PINSON@sakilacustomer.org,31,121.69
TRAVIS,ESTEP,TRAVIS.ESTEP@sakilacustomer.org,25,110.75
JEFF,EAST,JEFF.EAST@sakilacustomer.org,30,107.70
CHAD,CARBONE,CHAD.CARBONE@sakilacustomer.org,25,89.75
JACOB,LANCE,JACOB.LANCE@sakilacustomer.org,21,79.79
LEE,HAWKS,LEE.HAWKS@sakilacustomer.org,27,119.73
MELVIN,ELLINGTON,MELVIN.ELLINGTON@sakilacustomer.org,26,97.74
ALFRED,CASILLAS,ALFRED.CASILLAS@sakilacustomer.org,26,120.74
KYLE,SPURLOCK,KYLE.SPURLOCK@sakilacustomer.org,30,110.70
FRANCIS,SIKES,FRANCIS.SIKES@sakilacustomer.org,26,104.74
BRADLEY,MOTLEY,BRADLEY.MOTLEY@sakilacustomer.org,27,126.73
JESUS,MCCARTNEY,JESUS.MCCARTNEY@sakilacustomer.org,24,114.76
HERBERT,KRUGER,HERBERT.KRUGER@sakilacustomer.org,20,78.80
FREDERICK,ISBELL,FREDERICK.ISBELL@sakilacustomer.org,21,105.79
RAY,HOULE,RAY.HOULE@sakilacustomer.org,22,79.78
JOEL,FRANCISCO,JOEL.FRANCISCO@sakilacustomer.org,23,95.77
EDWIN,BURK,EDWIN.BURK@sakilacustomer.org,23,116.77
DON,BONE,DON.BONE@sakilacustomer.org,25,133.75
EDDIE,TOMLIN,EDDIE.TOMLIN@sakilacustomer.org,27,128.73
RICKY,SHELBY,RICKY.SHELBY@sakilacustomer.org,25,91.75
TROY,QUIGLEY,TROY.QUIGLEY@sakilacustomer.org,30,144.70
RANDALL,NEUMANN,RANDALL.NEUMANN@sakilacustomer.org,23,99.77
BARRY,LOVELACE,BARRY.LOVELACE@sakilacustomer.org,33,134.67
ALEXANDER,FENNELL,ALEXANDER.FENNELL@sakilacustomer.org,36,151.64
BERNARD,COLBY,BERNARD.COLBY@sakilacustomer.org,22,88.78
MARIO,CHEATHAM,MARIO.CHEATHAM@sakilacustomer.org,28,112.72
LEROY,BUSTAMANTE,LEROY.BUSTAMANTE@sakilacustomer.org,32,118.68
FRANCISCO,SKIDMORE,FRANCISCO.SKIDMORE@sakilacustomer.org,22,98.78
MARCUS,HIDALGO,MARCUS.HIDALGO@sakilacustomer.org,30,115.70
MICHEAL,FORMAN,MICHEAL.FORMAN@sakilacustomer.org,26,102.74
THEODORE,CULP,THEODORE.CULP@sakilacustomer.org,31,116.69
CLIFFORD,BOWENS,CLIFFORD.BOWENS@sakilacustomer.org,29,113.71
MIGUEL,BETANCOURT,MIGUEL.BETANCOURT@sakilacustomer.org,29,135.71
OSCAR,AQUINO,OSCAR.AQUINO@sakilacustomer.org,20,99.80
JAY,ROBB,JAY.ROBB@sakilacustomer.org,26,89.74
JIM,REA,JIM.REA@sakilacustomer.org,33,128.67
TOM,MILNER,TOM.MILNER@sakilacustomer.org,32,107.68
CALVIN,MARTEL,CALVIN.MARTEL@sakilacustomer.org,23,111.77
ALEX,GRESHAM,ALEX.GRESHAM@sakilacustomer.org,33,151.67
JON,WILES,JON.WILES@sakilacustomer.org,24,87.76
RONNIE,RICKETTS,RONNIE.RICKETTS@sakilacustomer.org,25,100.75
BILL,GAVIN,BILL.GAVIN@sakilacustomer.org,28,114.72
LLOYD,DOWD,LLOYD.DOWD@sakilacustomer.org,19,66.81
TOMMY,COLLAZO,TOMMY.COLLAZO@sakilacustomer.org,38,186.62
LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,25,109.75
DEREK,BLAKELY,DEREK.BLAKELY@sakilacustomer.org,28,97.72
WARREN,SHERROD,WARREN.SHERROD@sakilacustomer.org,33,159.67
DARRELL,POWER,DARRELL.POWER@sakilacustomer.org,25,91.75
JEROME,KENYON,JEROME.KENYON@sakilacustomer.org,16,73.84
FLOYD,GANDY,FLOYD.GANDY@sakilacustomer.org,17,69.83
LEO,EBERT,LEO.EBERT@sakilacustomer.org,23,104.77
ALVIN,DELOACH,ALVIN.DELOACH@sakilacustomer.org,29,139.71
TIM,CARY,TIM.CARY@sakilacustomer.org,39,175.61
WESLEY,BULL,WESLEY.BULL@sakilacustomer.org,40,177.60
GORDON,ALLARD,GORDON.ALLARD@sakilacustomer.org,32,160.68
DEAN,SAUER,DEAN.SAUER@sakilacustomer.org,27,109.73
GREG,ROBINS,GREG.ROBINS@sakilacustomer.org,30,141.70
JORGE,OLIVARES,JORGE.OLIVARES@sakilacustomer.org,34,134.66
DUSTIN,GILLETTE,DUSTIN.GILLETTE@sakilacustomer.org,26,100.74
PEDRO,CHESTNUT,PEDRO.CHESTNUT@sakilacustomer.org,24,103.76
DERRICK,BOURQUE,DERRICK.BOURQUE@sakilacustomer.org,22,95.78
DAN,PAINE,DAN.PAINE@sakilacustomer.org,22,109.78
LEWIS,LYMAN,LEWIS.LYMAN@sakilacustomer.org,19,86.81
ZACHARY,HITE,ZACHARY.HITE@sakilacustomer.org,31,146.69
COREY,HAUSER,COREY.HAUSER@sakilacustomer.org,22,101.78
HERMAN,DEVORE,HERMAN.DEVORE@sakilacustomer.org,29,115.71
MAURICE,CRAWLEY,MAURICE.CRAWLEY@sakilacustomer.org,29,138.71
VERNON,CHAPA,VERNON.CHAPA@sakilacustomer.org,18,88.82
ROBERTO,VU,ROBERTO.VU@sakilacustomer.org,30,139.70
CLYDE,TOBIAS,CLYDE.TOBIAS@sakilacustomer.org,29,115.71
GLEN,TALBERT,GLEN.TALBERT@sakilacustomer.org,26,113.74
HECTOR,POINDEXTER,HECTOR.POINDEXTER@sakilacustomer.org,26,119.74
SHANE,MILLARD,SHANE.MILLARD@sakilacustomer.org,22,95.78
RICARDO,MEADOR,RICARDO.MEADOR@sakilacustomer.org,21,99.79
SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,24,117.76
RICK,MATTOX,RICK.MATTOX@sakilacustomer.org,27,124.73
LESTER,KRAUS,LESTER.KRAUS@sakilacustomer.org,16,65.84
BRENT,HARKINS,BRENT.HARKINS@sakilacustomer.org,23,112.77
RAMON,CHOATE,RAMON.CHOATE@sakilacustomer.org,31,140.69
CHARLIE,BESS,CHARLIE.BESS@sakilacustomer.org,26,120.74
TYLER,WREN,TYLER.WREN@sakilacustomer.org,21,88.79
GILBERT,SLEDGE,GILBERT.SLEDGE@sakilacustomer.org,28,129.72
GENE,SANBORN,GENE.SANBORN@sakilacustomer.org,27,97.73
MARC,OUTLAW,MARC.OUTLAW@sakilacustomer.org,30,123.70
REGINALD,KINDER,REGINALD.KINDER@sakilacustomer.org,28,115.72
RUBEN,GEARY,RUBEN.GEARY@sakilacustomer.org,21,89.79
BRETT,CORNWELL,BRETT.CORNWELL@sakilacustomer.org,34,138.66
ANGEL,BARCLAY,ANGEL.BARCLAY@sakilacustomer.org,32,115.68
NATHANIEL,ADAM,NATHANIEL.ADAM@sakilacustomer.org,28,133.72
RAFAEL,ABNEY,RAFAEL.ABNEY@sakilacustomer.org,21,97.79
LESLIE,SEWARD,LESLIE.SEWARD@sakilacustomer.org,35,152.65
EDGAR,RHOADS,EDGAR.RHOADS@sakilacustomer.org,25,95.75
MILTON,HOWLAND,MILTON.HOWLAND@sakilacustomer.org,25,127.75
RAUL,FORTIER,RAUL.FORTIER@sakilacustomer.org,20,100.80
BEN,EASTER,BEN.EASTER@sakilacustomer.org,26,122.74
CHESTER,BENNER,CHESTER.BENNER@sakilacustomer.org,24,99.76
CECIL,VINES,CECIL.VINES@sakilacustomer.org,26,115.74
DUANE,TUBBS,DUANE.TUBBS@sakilacustomer.org,31,148.69
FRANKLIN,TROUTMAN,FRANKLIN.TROUTMAN@sakilacustomer.org,22,74.78
ANDRE,RAPP,ANDRE.RAPP@sakilacustomer.org,28,126.72
ELMER,NOE,ELMER.NOE@sakilacustomer.org,26,98.74
BRAD,MCCURDY,BRAD.MCCURDY@sakilacustomer.org,25,105.75
GABRIEL,HARDER,GABRIEL.HARDER@sakilacustomer.org,26,111.74
RON,DELUCA,RON.DELUCA@sakilacustomer.org,23,103.77
MITCHELL,WESTMORELAND,MITCHELL.WESTMORELAND@sakilacustomer.org,32,134.68
ROLAND,SOUTH,ROLAND.SOUTH@sakilacustomer.org,23,80.77
ARNOLD,HAVENS,ARNOLD.HAVENS@sakilacustomer.org,33,167.67
HARVEY,GUAJARDO,HARVEY.GUAJARDO@sakilacustomer.org,22,93.78
JARED,ELY,JARED.ELY@sakilacustomer.org,19,87.81
ADRIAN,CLARY,ADRIAN.CLARY@sakilacustomer.org,19,74.81
KARL,SEAL,KARL.SEAL@sakilacustomer.org,45,221.55
CORY,MEEHAN,CORY.MEEHAN@sakilacustomer.org,24,81.76
CLAUDE,HERZOG,CLAUDE.HERZOG@sakilacustomer.org,25,111.75
ERIK,GUILLEN,ERIK.GUILLEN@sakilacustomer.org,29,118.71
DARRYL,ASHCRAFT,DARRYL.ASHCRAFT@sakilacustomer.org,23,76.77
JAMIE,WAUGH,JAMIE.WAUGH@sakilacustomer.org,25,118.75
NEIL,RENNER,NEIL.RENNER@sakilacustomer.org,32,152.68
JESSIE,MILAM,JESSIE.MILAM@sakilacustomer.org,33,141.67
CHRISTIAN,JUNG,CHRISTIAN.JUNG@sakilacustomer.org,24,88.76
JAVIER,ELROD,JAVIER.ELROD@sakilacustomer.org,32,135.68
FERNANDO,CHURCHILL,FERNANDO.CHURCHILL@sakilacustomer.org,25,117.75
CLINTON,BUFORD,CLINTON.BUFORD@sakilacustomer.org,25,103.75
TED,BREAUX,TED.BREAUX@sakilacustomer.org,29,117.71
MATHEW,BOLIN,MATHEW.BOLIN@sakilacustomer.org,22,90.78
TYRONE,ASHER,TYRONE.ASHER@sakilacustomer.org,24,112.76
DARREN,WINDHAM,DARREN.WINDHAM@sakilacustomer.org,24,108.76
LONNIE,TIRADO,LONNIE.TIRADO@sakilacustomer.org,18,94.82
LANCE,PEMBERTON,LANCE.PEMBERTON@sakilacustomer.org,22,82.78
CODY,NOLEN,CODY.NOLEN@sakilacustomer.org,22,98.78
JULIO,NOLAND,JULIO.NOLAND@sakilacustomer.org,21,89.79
KELLY,KNOTT,KELLY.KNOTT@sakilacustomer.org,25,103.75
KURT,EMMONS,KURT.EMMONS@sakilacustomer.org,23,99.77
ALLAN,CORNISH,ALLAN.CORNISH@sakilacustomer.org,19,79.81
NELSON,CHRISTENSON,NELSON.CHRISTENSON@sakilacustomer.org,20,77.80
GUY,BROWNLEE,GUY.BROWNLEE@sakilacustomer.org,32,159.68
CLAYTON,BARBEE,CLAYTON.BARBEE@sakilacustomer.org,26,96.74
HUGH,WALDROP,HUGH.WALDROP@sakilacustomer.org,21,90.79
MAX,PITT,MAX.PITT@sakilacustomer.org,24,107.76
DWAYNE,OLVERA,DWAYNE.OLVERA@sakilacustomer.org,22,101.78
DWIGHT,LOMBARDI,DWIGHT.LOMBARDI@sakilacustomer.org,17,74.83
ARMANDO,GRUBER,ARMANDO.GRUBER@sakilacustomer.org,21,83.79
FELIX,GAFFNEY,FELIX.GAFFNEY@sakilacustomer.org,24,73.76
JIMMIE,EGGLESTON,JIMMIE.EGGLESTON@sakilacustomer.org,28,135.72
EVERETT,BANDA,EVERETT.BANDA@sakilacustomer.org,28,110.72
JORDAN,ARCHULETA,JORDAN.ARCHULETA@sakilacustomer.org,30,132.70
IAN,STILL,IAN.STILL@sakilacustomer.org,27,96.73
WALLACE,SLONE,WALLACE.SLONE@sakilacustomer.org,25,109.75
KEN,PREWITT,KEN.PREWITT@sakilacustomer.org,29,110.71
BOB,PFEIFFER,BOB.PFEIFFER@sakilacustomer.org,24,91.76
JAIME,NETTLES,JAIME.NETTLES@sakilacustomer.org,29,126.71
CASEY,MENA,CASEY.MENA@sakilacustomer.org,34,141.66
ALFREDO,MCADAMS,ALFREDO.MCADAMS@sakilacustomer.org,20,85.80
ALBERTO,HENNING,ALBERTO.HENNING@sakilacustomer.org,21,66.79
DAVE,GARDINER,DAVE.GARDINER@sakilacustomer.org,32,134.68
IVAN,CROMWELL,IVAN.CROMWELL@sakilacustomer.org,26,99.74
JOHNNIE,CHISHOLM,JOHNNIE.CHISHOLM@sakilacustomer.org,24,121.76
SIDNEY,BURLESON,SIDNEY.BURLESON@sakilacustomer.org,25,108.75
BYRON,BOX,BYRON.BOX@sakilacustomer.org,29,120.71
JULIAN,VEST,JULIAN.VEST@sakilacustomer.org,28,109.72
ISAAC,OGLESBY,ISAAC.OGLESBY@sakilacustomer.org,29,126.71
MORRIS,MCCARTER,MORRIS.MCCARTER@sakilacustomer.org,34,139.66
CLIFTON,MALCOLM,CLIFTON.MALCOLM@sakilacustomer.org,27,117.73
WILLARD,LUMPKIN,WILLARD.LUMPKIN@sakilacustomer.org,22,96.78
DARYL,LARUE,DARYL.LARUE@sakilacustomer.org,27,111.73
ROSS,GREY,ROSS.GREY@sakilacustomer.org,27,99.73
VIRGIL,WOFFORD,VIRGIL.WOFFORD@sakilacustomer.org,27,107.73
ANDY,VANHORN,ANDY.VANHORN@sakilacustomer.org,25,113.75
MARSHALL,THORN,MARSHALL.THORN@sakilacustomer.org,23,117.77
SALVADOR,TEEL,SALVADOR.TEEL@sakilacustomer.org,30,129.70
PERRY,SWAFFORD,PERRY.SWAFFORD@sakilacustomer.org,24,117.76
KIRK,STCLAIR,KIRK.STCLAIR@sakilacustomer.org,19,64.81
SERGIO,STANFIELD,SERGIO.STANFIELD@sakilacustomer.org,26,108.74
MARION,OCAMPO,MARION.OCAMPO@sakilacustomer.org,29,115.71
TRACY,HERRMANN,TRACY.HERRMANN@sakilacustomer.org,28,129.72
SETH,HANNON,SETH.HANNON@sakilacustomer.org,25,112.75
KENT,ARSENAULT,KENT.ARSENAULT@sakilacustomer.org,27,134.73
TERRANCE,ROUSH,TERRANCE.ROUSH@sakilacustomer.org,29,111.71
RENE,MCALISTER,RENE.MCALISTER@sakilacustomer.org,26,113.74
EDUARDO,HIATT,EDUARDO.HIATT@sakilacustomer.org,27,130.73
TERRENCE,GUNDERSON,TERRENCE.GUNDERSON@sakilacustomer.org,30,117.70
ENRIQUE,FORSYTHE,ENRIQUE.FORSYTHE@sakilacustomer.org,28,96.72
FREDDIE,DUGGAN,FREDDIE.DUGGAN@sakilacustomer.org,25,99.75
WADE,DELVALLE,WADE.DELVALLE@sakilacustomer.org,22,83.78
AUSTIN,CINTRON,AUSTIN.CINTRON@sakilacustomer.org,19,83.81
